"state","district","registered_users"
"rajasthan","baran district","401079"
"uttar-pradesh","mathura district","401021"
"gujarat","surendranagar district","400879"
"uttar-pradesh","maharajganj district","400839"
"bihar","begusarai district","400750"
"haryana","bhiwani district","400556"
"madhya-pradesh","east nimar district","400508"
"gujarat","navsari district","400390"
"west-bengal","hooghly district","400360"
"telangana","kamareddy district","400349"
"uttar-pradesh","sonbhadra district","400328"
"tamil-nadu","viluppuram district","400301"
"kerala","thiruvananthapuram district","400110"
"kerala","kannur district","400107"
"madhya-pradesh","mandsaur district","400096"
"madhya-pradesh","damoh district","400092"
"uttar-pradesh","ayodhya district","399921"
"maharashtra","buldhana district","399816"
"punjab","bathinda district","399793"
"rajasthan","kota district","399776"
"delhi","north east district","399504"
"tamil-nadu","namakkal district","399282"
"madhya-pradesh","chhindwara district","399276"
"karnataka","chikkaballapura district","399185"
"madhya-pradesh","betul district","399176"
"uttar-pradesh","moradabad district","399160"
"odisha","mayurbhanj district","399076"
"madhya-pradesh","chhatarpur district","399052"
"telangana","vikarabad district","398986"
"uttar-pradesh","bareilly district","398897"
"bihar","gaya district","398678"
"jharkhand","east singhbhum district","398663"
"haryana","mewat district","398639"
"west-bengal","darjiling district","398569"
"madhya-pradesh","bhopal district","398498"
"maharashtra","washim district","398483"
"uttar-pradesh","lalitpur district","398380"
"maharashtra","latur district","398366"
"west-bengal","south twenty four parganas district","398349"
"uttar-pradesh","jalaun district","398348"
"uttar-pradesh","hathras district","398301"
"uttar-pradesh","budaun district","398230"
"uttar-pradesh","kanpur dehat district","398195"
"uttar-pradesh","etawah district","398062"
"telangana","siddipet district","398010"
"rajasthan","dholpur district","397880"
"tamil-nadu","vellore district","397837"
"madhya-pradesh","khargone district","397821"
"gujarat","morbi district","397742"
"telangana","jagtial district","397688"
"jharkhand","garhwa district","397627"
"uttar-pradesh","pratapgarh district","397596"
"punjab","fazilka district","397546"
"jharkhand","deoghar district","397542"
"haryana","yamunanagar district","397532"
"telangana","mahbubnagar district","397421"
"uttar-pradesh","sitapur district","397389"
"goa","south goa district","397373"
"uttar-pradesh","mainpuri district","397265"
"karnataka","dharwad district","397243"
"gujarat","sabar kantha district","397066"
"west-bengal","north twenty four parganas district","396980"
"bihar","buxar district","396960"
"punjab","jalandhar district","396951"
"tamil-nadu","tiruvannamalai district","396885"
"uttar-pradesh","fatehpur district","396778"
"karnataka","yadgiri district","396767"
"odisha","bargarh district","396730"
"rajasthan","sirohi district","396585"
"kerala","pathanamthitta district","396481"
"maharashtra","nandurbar district","396445"
"bihar","muzaffarpur district","396343"
"uttar-pradesh","bahraich district","396243"
"madhya-pradesh","singrauli district","395859"
"tamil-nadu","thoothukkudi district","395704"
"telangana","suryapet district","395614"
"uttar-pradesh","bhadohi district","395588"
"madhya-pradesh","satna district","395440"
"telangana","sangareddy district","395371"
"west-bengal","paschim bardhaman district","395259"
"punjab","fazilka district","395249"
"uttar-pradesh","amethi district","395189"
"gujarat","anand district","395164"
"karnataka","uttara kannada district","395160"
"tamil-nadu","ranipet district","395142"
"jharkhand","ramgarh district","395054"
"madhya-pradesh","neemuch district","395038"
"madhya-pradesh","ujjain district","395028"
"bihar","nalanda district","395006"
"puducherry","puducherry district","394977"
"andhra-pradesh","prakasam district","394962"
"kerala","pathanamthitta district","394853"
"rajasthan","bhilwara district","394803"
"haryana","panchkula district","394751"
"maharashtra","parbhani district","394690"
"haryana","kaithal district","394536"
"chhattisgarh","janjgir champa district","394509"
"telangana","nagarkurnool district","394485"
"punjab","gurdaspur district","394383"
"uttar-pradesh","mau district","394376"
"andhra-pradesh","vizianagaram district","394375"
"telangana","karimnagar district","394328"
"uttar-pradesh","balrampur district","394315"
"andhra-pradesh","kurnool district","394311"
"haryana","panchkula district","393948"
"uttar-pradesh","unnao district","393919"
"rajasthan","jaisalmer district","393774"
"rajasthan","hanumangarh district","393659"
"haryana","kaithal district","393639"
"tamil-nadu","pudukkottai district","393488"
"haryana","kurukshetra district","393430"
"karnataka","raichur district","393385"
"gujarat","panch mahals district","393384"
"bihar","bhojpur district","393291"
"odisha","kalahandi district","393258"
"jharkhand","hazaribagh district","393223"
"delhi","south west district","393208"
"telangana","nalgonda district","393199"
"jharkhand","palamu district","393187"
"tamil-nadu","thanjavur district","392930"
"odisha","bhadrak district","392928"
"haryana","mahendragarh district","392798"
"andhra-pradesh","srikakulam district","392764"
"rajasthan","rajsamand district","392759"
"west-bengal","jalpaiguri district","392646"
"assam","nagaon district","392625"
"odisha","sambalpur district","392612"
"kerala","kasaragod district","392611"
"rajasthan","jalore district","392559"
"haryana","fatehabad district","392496"
"telangana","peddapalle district","392476"
"uttar-pradesh","gonda district","392403"
"uttar-pradesh","kasganj district","392401"
"west-bengal","uttar dinajpur district","392388"
"uttar-pradesh","bara banki district","392384"
"telangana","mancherial district","392343"
"chhattisgarh","janjgir champa district","392285"
"uttar-pradesh","agra district","392222"
"odisha","jagatsinghapur district","392154"
"madhya-pradesh","shahdol district","392141"
"himachal-pradesh","shimla district","392141"
"madhya-pradesh","shajapur district","392093"
"bihar","araria district","392076"
"haryana","panipat district","391952"
"tamil-nadu","tirunelveli district","391902"
"kerala","idukki district","391882"
"delhi","shahdara district","391827"
"uttar-pradesh","hardoi district","391720"
"gujarat","jamnagar district","391677"
"punjab","patiala district","391658"
"karnataka","gadag district","391605"
"maharashtra","dhule district","391549"
"uttar-pradesh","ambedkar nagar district","391497"
"uttar-pradesh","basti district","391480"
"uttar-pradesh","deoria district","391411"
"chandigarh","chandigarh district","391402"
"madhya-pradesh","balaghat district","391383"
"gujarat","navsari district","391077"
"uttar-pradesh","rampur district","391004"
"bihar","vaishali district","391002"
"odisha","anugul district","390981"
"madhya-pradesh","seoni district","390981"
"maharashtra","gondia district","390942"
"tamil-nadu","kanniyakumari district","390775"
"bihar","madhepura district","390773"
"dadra-&-nagar-haveli-&-daman-&-diu","dadra and nagar haveli district","390650"
"haryana","jhajjar district","390612"
"bihar","pashchim champaran district","390547"
"madhya-pradesh","rajgarh district","390496"
"uttar-pradesh","baghpat district","390418"
"maharashtra","satara district","390414"
"jharkhand","seraikela kharsawan district","390410"
"tamil-nadu","salem district","390301"
"maharashtra","osmanabad district","390287"
"madhya-pradesh","katni district","390250"
"odisha","nayagarh district","390157"
"bihar","bhagalpur district","390116"
"tamil-nadu","kallakkurichi district","390043"
"west-bengal","dakshin dinajpur district","389892"
"uttarakhand","nainital district","389791"
"odisha","dhenkanal district","389751"
"west-bengal","purba medinipur district","389583"
"gujarat","mahesana district","389562"
"uttar-pradesh","aligarh district","389467"
"karnataka","ramanagara district","389219"
"uttar-pradesh","pilibhit district","389195"
"madhya-pradesh","narsinghpur district","389157"
"rajasthan","bundi district","389057"
"karnataka","haveri district","388930"
"madhya-pradesh","morena district","388876"
"chhattisgarh","rajnandgaon district","388822"
"bihar","saharsa district","388615"
"jharkhand","dhanbad district","388528"
"madhya-pradesh","vidisha district","388442"
"rajasthan","ganganagar district","388034"
"haryana","rewari district","388025"
"rajasthan","karauli district","388010"
"rajasthan","jhalawar district","387978"
"uttar-pradesh","gorakhpur district","387961"
"jharkhand","giridih district","387949"
"telangana","medak district","387913"
"chhattisgarh","durg district","387874"
"uttar-pradesh","sultanpur district","387814"
"odisha","jajapur district","387797"
"gujarat","bhavnagar district","387781"
"maharashtra","wardha district","387779"
"madhya-pradesh","ratlam district","387771"
"uttar-pradesh","amroha district","387699"
"kerala","kottayam district","387696"
"haryana","palwal district","387557"
"madhya-pradesh","hoshangabad district","387536"
"telangana","vikarabad district","387500"
"assam","dibrugarh district","387487"
"telangana","warangal rural district","387452"
"west-bengal","purba bardhaman district","387428"
"kerala","malappuram district","387405"
"rajasthan","bharatpur district","387228"
"uttar-pradesh","muzaffarnagar district","387177"
"andhra-pradesh","ysr district","387058"
"uttar-pradesh","banda district","386960"
"madhya-pradesh","barwani district","386833"
"haryana","sirsa district","386829"
"punjab","sangrur district","386728"
"tamil-nadu","dindigul district","386724"
"rajasthan","jhunjhunu district","386643"
"chhattisgarh","surguja district","386630"
"jharkhand","ranchi district","386608"
"maharashtra","bhandara district","386568"
"odisha","balangir district","386539"
"madhya-pradesh","shivpuri district","386527"
"uttar-pradesh","farrukhabad district","386506"
"uttar-pradesh","rae bareli district","386498"
"telangana","mahabubabad district","386483"
"rajasthan","sawai madhopur district","386476"
"bihar","nawada district","386468"
"rajasthan","churu district","386458"
"haryana","fatehabad district","386404"
"karnataka","chitradurga district","386380"
"punjab","hoshiarpur district","386238"
"telangana","vikarabad district","386215"
"gujarat","banas kantha district","386212"
"maharashtra","ratnagiri district","386205"
"uttar-pradesh","auraiya district","386088"
"tamil-nadu","tirupathur district","386067"
"karnataka","mandya district","386051"
"uttar-pradesh","bhadohi district","386048"
"uttar-pradesh","siddharthnagar district","385935"
"himachal-pradesh","solan district","385901"
"kerala","kollam district","385866"
"bihar","supaul district","385797"
"maharashtra","akola district","385734"
